model mu Z Age M(*+remn) F275_wfc3 F336_WFC3 F435W_WFC F475W_WFC F555W_WFC F606W_WFC F775W_WFC F502N_WFC F550M_WFC F658N_WFC F660N_WFC F439W_WFPC2 F555W_WFPC2 F675W_WFPC2
Ebi1.30Zm1.49T03.0000_iTp0.00_baseFe.fits 1.30 -1.49000 3.00000 0.61760 6.09675 5.50059 5.56270 5.37377 5.07240 4.88003 4.25786 5.23025 4.96860 4.47739 4.51968 5.59298 5.12361 4.52916
Ebi1.30Zm1.49T03.2500_iTp0.00_baseFe.fits 1.30 -1.49000 3.25000 0.61490 6.19503 5.58416 5.64842 5.45671 5.15169 4.95778 4.33321 5.31110 5.04693 4.55224 4.59486 5.67942 5.20348 4.60496
Ebi1.30Zm1.49T03.5000_iTp0.00_baseFe.fits 1.30 -1.49000 3.50000 0.61240 6.29054 5.66598 5.71627 5.51994 5.20927 5.01272 4.38331 5.37121 5.10286 4.60298 4.64599 5.74790 5.26189 4.65651
Ebi1.30Zm1.49T03.7500_iTp0.00_baseFe.fits 1.30 -1.49000 3.75000 0.61010 6.39808 5.75577 5.78272 5.58136 5.26487 5.06571 4.43182 5.42961 5.15663 4.65226 4.69553 5.81471 5.31832 4.70618
Ebi1.30Zm1.49T04.0000_iTp0.00_baseFe.fits 1.30 -1.49000 4.00000 0.60800 6.49497 5.83688 5.84562 5.64004 5.31875 5.11753 4.47998 5.48572 5.20906 4.70109 4.74460 5.87800 5.37287 4.75541
Ebi1.30Zm1.49T04.5000_iTp0.00_baseFe.fits 1.30 -1.49000 4.50000 0.60430 6.68298 5.99660 5.96883 5.75702 5.42904 5.22503 4.58219 5.59898 5.31732 4.80472 4.84843 6.00155 5.48407 4.85932
Ebi1.30Zm1.49T05.0000_iTp0.00_baseFe.fits 1.30 -1.49000 5.00000 0.60110 6.81791 6.10244 6.06535 5.84788 5.51286 5.30537 4.65524 5.68628 5.39904 4.87953 4.92378 6.09912 5.56886 4.93501
Ebi1.30Zm1.49T05.5000_iTp0.00_baseFe.fits 1.30 -1.49000 5.50000 0.59820 6.92894 6.19453 6.15608 5.93374 5.59250 5.38203 4.72656 5.76907 5.47681 4.95137 4.99614 6.19091 5.64938 5.00788
Ebi1.30Zm1.49T06.0000_iTp0.00_baseFe.fits 1.30 -1.49000 6.00000 0.59570 7.04185 6.29155 6.25521 6.03075 5.68655 5.47474 4.81790 5.86462 5.56995 5.04151 5.08645 6.29070 5.74385 5.09911
Ebi1.30Zm1.49T06.5000_iTp0.00_baseFe.fits 1.30 -1.49000 6.50000 0.59340 7.13059 6.36159 6.32519 6.09658 5.74720 5.53303 4.87266 5.92797 5.62907 5.09612 5.14145 6.36159 5.80519 5.15461
Ebi1.30Zm1.49T07.0000_iTp0.00_baseFe.fits 1.30 -1.49000 7.00000 0.59140 7.21280 6.42888 6.38953 6.15792 5.80465 5.58866 4.92602 5.98741 5.68531 5.14880 5.19432 6.42662 5.86321 5.20819
Ebi1.30Zm1.49T07.5000_iTp0.00_baseFe.fits 1.30 -1.49000 7.50000 0.58950 7.28805 6.49223 6.45065 6.21606 5.85930 5.64175 4.97717 6.04359 5.73898 5.19942 5.24519 6.48833 5.91828 5.25951
Ebi1.30Zm1.49T08.0000_iTp0.00_baseFe.fits 1.30 -1.49000 8.00000 0.58790 7.35906 6.55257 6.50906 6.27180 5.91170 5.69269 5.02663 6.09772 5.79036 5.24805 5.29402 6.54732 5.97112 5.30894
Ebi1.30Zm1.49T08.5000_iTp0.00_baseFe.fits 1.30 -1.49000 8.50000 0.58630 7.42441 6.60865 6.56474 6.32487 5.96158 5.74132 5.07432 6.14915 5.83932 5.29466 5.34082 6.60357 6.02146 5.35636
Ebi1.30Zm1.49T09.0000_iTp0.00_baseFe.fits 1.30 -1.49000 9.00000 0.58500 7.45402 6.64910 6.59924 6.36066 5.99874 5.77897 5.11441 6.18568 5.87684 5.33317 5.37904 6.63787 6.05837 5.39495
Ebi1.30Zm1.49T09.5000_iTp0.00_baseFe.fits 1.30 -1.49000 9.50000 0.58370 7.47167 6.68445 6.62891 6.39479 6.03779 5.82016 5.15863 6.22266 5.91702 5.37735 5.42254 6.66670 6.09678 5.43900
Ebi1.30Zm1.49T10.0000_iTp0.00_baseFe.fits 1.30 -1.49000 10.00000 0.58250 7.48399 6.71958 6.66332 6.43163 6.07703 5.86046 5.20088 6.26116 5.95672 5.41922 5.46401 6.70078 6.13565 5.48097
Ebi1.30Zm1.49T10.5000_iTp0.00_baseFe.fits 1.30 -1.49000 10.50000 0.58140 7.51924 6.75756 6.69831 6.46833 6.11525 5.89881 5.23894 6.29916 5.99503 5.45755 5.50222 6.73547 6.17360 5.51937
Ebi1.30Zm1.49T11.0000_iTp0.00_baseFe.fits 1.30 -1.49000 11.00000 0.58030 7.54020 6.79699 6.73188 6.50355 6.15221 5.93605 5.27553 6.33552 6.03215 5.49525 5.53974 6.76853 6.21023 5.55675
Ebi1.30Zm1.49T11.5000_iTp0.00_baseFe.fits 1.30 -1.49000 11.50000 0.57750 7.50540 6.81758 6.76778 6.53989 6.18833 5.97197 5.31175 6.37246 6.06791 5.53131 5.57571 6.80465 6.24634 5.59266
Ebi1.30Zm1.49T12.0000_iTp0.00_baseFe.fits 1.30 -1.49000 12.00000 0.57460 7.56674 6.85317 6.80869 6.57967 6.22679 6.00938 5.34625 6.41183 6.10575 5.56712 5.61163 6.84570 6.28475 5.62849
Ebi1.30Zm1.49T12.5000_iTp0.00_baseFe.fits 1.30 -1.49000 12.50000 0.57180 7.64523 6.90500 6.85567 6.62412 6.26737 6.04764 5.38079 6.45504 6.14499 5.60150 5.64661 6.89341 6.32590 5.66374
Ebi1.30Zm1.49T13.0000_iTp0.00_baseFe.fits 1.30 -1.49000 13.00000 0.56900 7.67727 6.93889 6.90167 6.66778 6.30755 6.08572 5.41440 6.49700 6.18405 5.63582 5.68137 6.94030 6.36651 5.69896
Ebi1.30Zm1.49T13.5000_iTp0.00_baseFe.fits 1.30 -1.49000 13.50000 0.56620 7.71174 6.97343 6.94949 6.71404 6.35119 6.12769 5.45331 6.54243 6.22669 5.67483 5.72089 6.98870 6.41050 5.73867
Ebi1.30Zm1.49T14.0000_iTp0.00_baseFe.fits 1.30 -1.49000 14.00000 0.56520 7.72337 7.00015 6.99331 6.75485 6.38765 6.16192 5.48555 6.58121 6.26178 5.70548 5.75220 7.03344 6.44761 5.77016
Ebi1.30Zm1.26T00.0300_iTp0.00_baseFe.fits 1.30 -1.26000 0.03000 0.84010 0.52778 0.94160 1.86804 1.90267 1.89299 1.85833 1.71089 1.93719 1.88920 1.70239 1.74607 1.89502 1.89924 1.78276
Ebi1.30Zm1.26T00.0400_iTp0.00_baseFe.fits 1.30 -1.26000 0.04000 0.82500 0.83001 1.22585 2.06221 2.08831 2.06997 2.03206 1.87425 2.11553 2.06246 1.87841 1.91458 2.08689 2.07752 1.95090
Ebi1.30Zm1.26T00.0500_iTp0.00_baseFe.fits 1.30 -1.26000 0.05000 0.81380 1.07941 1.46591 2.23873 2.25716 2.23067 2.18930 2.01804 2.27748 2.22035 2.03373 2.06608 2.26178 2.23944 2.10132
Ebi1.30Zm1.26T00.0600_iTp0.00_baseFe.fits 1.30 -1.26000 0.06000 0.81380 1.27633 1.65147 2.37135 2.38367 2.35031 2.30552 2.12478 2.39889 2.33736 2.14675 2.17693 2.39321 2.36006 2.21070
Ebi1.30Zm1.26T00.0700_iTp0.00_baseFe.fits 1.30 -1.26000 0.07000 0.79800 1.44754 1.81205 2.49280 2.49626 2.44986 2.39661 2.18595 2.50390 2.43160 2.22370 2.25347 2.51412 2.46170 2.28469
Ebi1.30Zm1.26T00.0800_iTp0.00_baseFe.fits 1.30 -1.26000 0.08000 0.79800 1.59542 1.93448 2.57489 2.56955 2.50956 2.44672 2.19547 2.56934 2.48582 2.25644 2.28607 2.59605 2.52359 2.31481
Ebi1.30Zm1.26T00.0900_iTp0.00_baseFe.fits 1.30 -1.26000 0.09000 0.79210 1.72439 2.04738 2.64797 2.63428 2.56132 2.48866 2.18205 2.62754 2.53244 2.28042 2.31083 2.66911 2.57738 2.33611
Ebi1.30Zm1.26T00.1000_iTp0.00_baseFe.fits 1.30 -1.26000 0.10000 0.78190 1.83461 2.14038 2.71098 2.69201 2.61045 2.53033 2.18113 2.68112 2.57780 2.30832 2.33941 2.73201 2.62786 2.36149
Ebi1.30Zm1.26T00.1500_iTp0.00_baseFe.fits 1.30 -1.26000 0.15000 0.76130 2.33928 2.52727 3.00450 2.96953 2.86592 2.77207 2.36747 2.94436 2.82543 2.52623 2.55718 3.02487 2.88707 2.57660
Ebi1.30Zm1.26T00.2000_iTp0.00_baseFe.fits 1.30 -1.26000 0.20000 0.74710 2.63087 2.77669 3.23277 3.18686 3.06811 2.96641 2.53920 3.15307 3.02234 2.70655 2.73799 3.25348 3.09172 2.75644
Ebi1.30Zm1.26T00.2500_iTp0.00_baseFe.fits 1.30 -1.26000 0.25000 0.73590 2.85942 2.96286 3.40317 3.34790 3.21663 3.10783 2.66066 3.30746 3.16627 2.83659 2.86801 3.42391 3.24203 2.88521
Ebi1.30Zm1.26T00.3000_iTp0.00_baseFe.fits 1.30 -1.26000 0.30000 0.72670 3.04143 3.11800 3.55069 3.49169 3.35538 3.24342 2.78578 3.44837 3.30294 2.96794 2.99857 3.57136 3.38145 3.01500
Ebi1.30Zm1.26T00.3500_iTp0.00_baseFe.fits 1.30 -1.26000 0.35000 0.71920 3.17873 3.23482 3.65236 3.59236 3.45678 3.34507 2.88504 3.54839 3.40451 3.07234 3.10166 3.67195 3.48250 3.11568
Ebi1.30Zm1.26T00.4000_iTp0.00_baseFe.fits 1.30 -1.26000 0.40000 0.71270 3.31697 3.35452 3.74593 3.68286 3.54452 3.43146 2.96576 3.63640 3.49150 3.15807 3.18612 3.76506 3.57054 3.19926
Ebi1.30Zm1.26T00.4500_iTp0.00_baseFe.fits 1.30 -1.26000 0.45000 0.70680 3.44546 3.47681 3.83732 3.77101 3.63053 3.51577 3.04416 3.72268 3.57658 3.24184 3.26934 3.85517 3.65650 3.28013
Ebi1.30Zm1.26T00.5000_iTp0.00_baseFe.fits 1.30 -1.26000 0.50000 0.70170 3.57027 3.58580 3.93200 3.85904 3.70950 3.59046 3.12102 3.80481 3.65295 3.31032 3.33837 3.95041 3.73672 3.34919
Ebi1.30Zm1.26T00.6000_iTp0.00_baseFe.fits 1.30 -1.26000 0.60000 0.69300 3.77133 3.77309 4.08799 4.00526 3.84341 3.71893 3.23597 3.94280 3.78293 3.42901 3.45815 4.10665 3.87276 3.46795
Ebi1.30Zm1.26T00.7000_iTp0.00_baseFe.fits 1.30 -1.26000 0.70000 0.68580 3.96643 3.94022 4.22872 4.13559 3.96144 3.82939 3.31064 4.06540 3.89685 3.52714 3.55733 4.24734 3.99256 3.56239
Ebi1.30Zm1.26T00.8000_iTp0.00_baseFe.fits 1.30 -1.26000 0.80000 0.67960 4.19610 4.10000 4.35000 4.25044 4.06867 3.93168 3.39729 4.17567 4.00143 3.62165 3.65231 4.36844 4.10070 3.65542
Ebi1.30Zm1.26T00.9000_iTp0.00_baseFe.fits 1.30 -1.26000 0.90000 0.67420 4.42365 4.22377 4.41818 4.30589 4.10694 3.96111 3.41263 4.22168 4.03420 3.63606 3.66839 4.43761 4.14164 3.67183
Ebi1.30Zm1.26T01.0000_iTp0.00_baseFe.fits 1.30 -1.26000 1.00000 0.66900 4.61021 4.31715 4.44653 4.30976 4.07595 3.90743 3.29213 4.20911 3.99108 3.54432 3.58122 4.46852 4.11583 3.58064
Ebi1.30Zm1.26T01.2500_iTp0.00_baseFe.fits 1.30 -1.26000 1.25000 0.65520 5.08687 4.64095 4.73790 4.57951 4.31783 4.14002 3.52495 4.46213 4.22450 3.76329 3.80201 4.76255 4.36211 3.80519
Ebi1.30Zm1.26T01.5000_iTp0.00_baseFe.fits 1.30 -1.26000 1.50000 0.64620 5.28019 4.76241 4.91890 4.73767 4.44165 4.24833 3.61154 4.60247 4.33804 3.84480 3.88769 4.95017 4.49161 3.89436
Ebi1.30Zm1.26T01.7500_iTp0.00_baseFe.fits 1.30 -1.26000 1.75000 0.63920 5.49709 4.97850 5.10962 4.92896 4.63628 4.44708 3.82804 4.79397 4.53378 4.05175 4.09304 5.13952 4.68553 4.10093
Ebi1.30Zm1.26T02.0000_iTp0.00_baseFe.fits 1.30 -1.26000 2.00000 0.63390 5.63326 5.09679 5.22384 5.03677 4.73529 4.54211 3.91721 4.89746 4.63015 4.13977 4.18210 5.25524 4.78597 4.19079
Ebi1.30Zm1.26T02.2500_iTp0.00_baseFe.fits 1.30 -1.26000 2.25000 0.62930 5.79326 5.22479 5.33573 5.14221 4.83297 4.63651 4.00667 4.99860 4.72555 4.22920 4.27196 5.36798 4.88479 4.28110
Ebi1.30Zm1.26T02.5000_iTp0.00_baseFe.fits 1.30 -1.26000 2.50000 0.62520 5.94557 5.35528 5.45878 5.26385 4.95261 4.75520 4.12435 5.11918 4.84461 4.34594 4.38883 5.49135 5.00484 4.39862
Ebi1.30Zm1.26T02.7500_iTp0.00_baseFe.fits 1.30 -1.26000 2.75000 0.62180 6.09702 5.49014 5.55594 5.35610 5.04027 4.84157 4.21002 5.20838 4.93104 4.43081 4.47367 5.58838 5.09318 4.48381
Ebi1.30Zm1.26T03.0000_iTp0.00_baseFe.fits 1.30 -1.26000 3.00000 0.61880 6.24975 5.61740 5.63940 5.43321 5.11131 4.91021 4.27278 5.28162 5.00031 4.49668 4.53944 5.67177 5.16500 4.54916
Ebi1.30Zm1.26T03.2500_iTp0.00_baseFe.fits 1.30 -1.26000 3.25000 0.61600 6.35106 5.70145 5.72515 5.51546 5.18882 4.98554 4.34449 5.36144 5.07644 4.56840 4.61153 5.75836 5.24329 4.62167
Ebi1.30Zm1.26T03.5000_iTp0.00_baseFe.fits 1.30 -1.26000 3.50000 0.61350 6.44919 5.77273 5.79910 5.58515 5.25295 5.04716 4.40237 5.42840 5.13895 4.62582 4.66948 5.83331 5.30826 4.68017
Ebi1.30Zm1.26T03.7500_iTp0.00_baseFe.fits 1.30 -1.26000 3.75000 0.61120 6.51566 5.81549 5.86482 5.64694 5.30892 5.10022 4.45054 5.48747 5.19324 4.67382 4.71819 5.90048 5.36510 4.72951
Ebi1.30Zm1.26T04.0000_iTp0.00_baseFe.fits 1.30 -1.26000 4.00000 0.60910 6.58657 5.87160 5.92827 5.70644 5.36322 5.15212 4.49836 5.54455 5.24602 4.72178 4.76670 5.96498 5.42014 4.77839
Ebi1.30Zm1.26T04.5000_iTp0.00_baseFe.fits 1.30 -1.26000 4.50000 0.60540 6.77545 6.02801 6.05505 5.82756 5.47859 5.26527 4.60747 5.66224 5.35981 4.83164 4.87665 6.09220 5.53630 4.88874
Ebi1.30Zm1.26T05.0000_iTp0.00_baseFe.fits 1.30 -1.26000 5.00000 0.60210 6.91407 6.13641 6.15163 5.91790 5.56156 5.34493 4.68092 5.74890 5.44064 4.90598 4.95158 6.18994 5.62028 4.96422
Ebi1.30Zm1.26T05.5000_iTp0.00_baseFe.fits 1.30 -1.26000 5.50000 0.59930 7.04446 6.23962 6.24194 6.00248 5.63966 5.42023 4.75129 5.83005 5.51689 4.97694 5.02294 6.28115 5.69927 5.03603
Ebi1.30Zm1.26T06.0000_iTp0.00_baseFe.fits 1.30 -1.26000 6.00000 0.59670 7.15488 6.33064 6.32800 6.08396 5.71577 5.49397 4.82104 5.90877 5.59137 5.04707 5.09337 6.36804 5.77609 5.10691
Ebi1.30Zm1.26T06.5000_iTp0.00_baseFe.fits 1.30 -1.26000 6.50000 0.59450 7.24074 6.41189 6.41183 6.16534 5.79413 5.57096 4.89595 5.98880 5.66873 5.12180 5.16836 6.45239 5.85486 5.18225
Ebi1.30Zm1.26T07.0000_iTp0.00_baseFe.fits 1.30 -1.26000 7.00000 0.59240 7.31458 6.47696 6.47799 6.22776 5.85187 5.62638 4.94710 6.04911 5.72500 5.17351 5.22052 6.51940 5.91324 5.23472
Ebi1.30Zm1.26T07.5000_iTp0.00_baseFe.fits 1.30 -1.26000 7.50000 0.59050 7.38163 6.53273 6.53959 6.28673 5.90721 5.67997 4.99748 6.10644 5.77922 5.22417 5.27143 6.58185 5.96913 5.28612
Ebi1.30Zm1.26T08.0000_iTp0.00_baseFe.fits 1.30 -1.26000 8.00000 0.58880 7.45266 6.59309 6.59835 6.34310 5.96065 5.73204 5.04684 6.16120 5.83179 5.27410 5.32148 6.64116 6.02300 5.33644
Ebi1.30Zm1.26T08.5000_iTp0.00_baseFe.fits 1.30 -1.26000 8.50000 0.58730 7.52835 6.65957 6.65239 6.39597 6.01240 5.78323 5.09626 6.21346 5.88319 5.32434 5.37169 6.69525 6.07486 5.38687
Ebi1.30Zm1.26T09.0000_iTp0.00_baseFe.fits 1.30 -1.26000 9.00000 0.58590 7.62825 6.74795 6.70773 6.44711 6.05962 5.82886 5.13910 6.26213 5.92930 5.36798 5.41523 6.75069 6.12260 5.43038
Ebi1.30Zm1.26T09.5000_iTp0.00_baseFe.fits 1.30 -1.26000 9.50000 0.58460 7.65949 6.78508 6.73992 6.48182 6.09676 5.86661 5.18001 6.29826 5.96701 5.40688 5.45379 6.78254 6.15930 5.46915
Ebi1.30Zm1.26T10.0000_iTp0.00_baseFe.fits 1.30 -1.26000 10.00000 0.58340 7.67892 6.82026 6.76579 6.51328 6.13418 5.90616 5.22276 6.33314 6.00583 5.44960 5.49578 6.80738 6.19579 5.51139
Ebi1.30Zm1.26T10.5000_iTp0.00_baseFe.fits 1.30 -1.26000 10.50000 0.58230 7.67167 6.85386 6.79408 6.54598 6.17184 5.94558 5.26340 6.36871 6.04460 5.49150 5.53721 6.83465 6.23267 5.55288
Ebi1.30Zm1.26T11.0000_iTp0.00_baseFe.fits 1.30 -1.26000 11.00000 0.58120 7.66936 6.88412 6.82311 6.57888 6.20880 5.98393 5.30210 6.40427 6.08236 5.53171 5.57712 6.86292 6.26901 5.59279
Ebi1.30Zm1.26T11.5000_iTp0.00_baseFe.fits 1.30 -1.26000 11.50000 0.58020 7.71707 6.92582 6.85331 6.61167 6.24461 6.02063 5.33821 6.43894 6.11872 5.56987 5.61501 6.89236 6.30428 5.63043
Ebi1.30Zm1.26T12.0000_iTp0.00_baseFe.fits 1.30 -1.26000 12.00000 0.57740 7.65780 6.94316 6.88453 6.64480 6.27954 6.05557 5.37170 6.47360 6.15379 5.60449 5.64962 6.92325 6.33882 5.66501
Ebi1.30Zm1.26T12.5000_iTp0.00_baseFe.fits 1.30 -1.26000 12.50000 0.57460 7.71453 6.97540 6.92114 6.68166 6.31581 6.09114 5.40494 6.51087 6.18958 5.63864 5.68411 6.96021 6.37514 5.69943
Ebi1.30Zm1.26T13.0000_iTp0.00_baseFe.fits 1.30 -1.26000 13.00000 0.57180 7.79986 7.02947 6.96759 6.72455 6.35463 6.12773 5.43761 6.55189 6.22710 5.67220 5.71787 7.00712 6.41438 5.73313
Ebi1.30Zm1.26T13.5000_iTp0.00_baseFe.fits 1.30 -1.26000 13.50000 0.56900 7.87534 7.06905 7.01317 6.76725 6.39311 6.16407 5.46976 6.59301 6.26415 5.70484 5.75119 7.05378 6.45343 5.76671
Ebi1.30Zm1.26T14.0000_iTp0.00_baseFe.fits 1.30 -1.26000 14.00000 0.56630 7.89196 7.10163 7.05967 6.81212 6.43556 6.20528 5.51076 6.63690 6.30579 5.74374 5.79049 7.10087 6.49618 5.80656
Ebi1.30Zm0.96T00.0300_iTp0.00_baseFe.fits 1.30 -0.96000 0.03000 0.84010 0.64958 1.05251 1.83309 1.83306 1.76425 1.69251 1.43160 1.83978 1.73504 1.47130 1.51335 1.86140 1.78065 1.54703
Ebi1.30Zm0.96T00.0400_iTp0.00_baseFe.fits 1.30 -0.96000 0.04000 0.82510 0.95876 1.35852 2.07031 2.05924 1.97934 1.90171 1.61642 2.05589 1.94608 1.67542 1.71280 2.09655 1.99678 1.74501
Ebi1.30Zm0.96T00.0500_iTp0.00_baseFe.fits 1.30 -0.96000 0.05000 0.81390 1.19874 1.61291 2.28033 2.26072 2.17146 2.08864 1.78405 2.25017 2.13463 1.85724 1.89236 2.30519 2.18992 1.92146
Ebi1.30Zm0.96T00.0600_iTp0.00_baseFe.fits 1.30 -0.96000 0.06000 0.81390 1.43064 1.82276 2.43965 2.41483 2.32067 2.23660 1.92560 2.39888 2.28307 2.00626 2.03962 2.46356 2.33990 2.06745
Ebi1.30Zm0.96T00.0700_iTp0.00_baseFe.fits 1.30 -0.96000 0.07000 0.79810 1.60983 1.97756 2.59510 2.56102 2.45343 2.36183 2.02954 2.53792 2.41109 2.11839 2.15302 2.61911 2.47485 2.17945
Ebi1.30Zm0.96T00.0800_iTp0.00_baseFe.fits 1.30 -0.96000 0.08000 0.79810 1.77299 2.11515 2.70861 2.66454 2.54141 2.43948 2.07101 2.63465 2.49283 2.17689 2.21288 2.73320 2.56527 2.23754
Ebi1.30Zm0.96T00.0900_iTp0.00_baseFe.fits 1.30 -0.96000 0.09000 0.79220 1.90237 2.22145 2.81578 2.76645 2.63467 2.52424 2.10824 2.73313 2.58226 2.24545 2.28299 2.84071 2.65967 2.30341
Ebi1.30Zm0.96T00.1000_iTp0.00_baseFe.fits 1.30 -0.96000 0.10000 0.78220 2.01012 2.31561 2.91669 2.86342 2.72630 2.61090 2.16609 2.82736 2.67210 2.32297 2.36153 2.94156 2.75203 2.37872
Ebi1.30Zm0.96T00.1500_iTp0.00_baseFe.fits 1.30 -0.96000 0.15000 0.76340 2.42680 2.62073 3.19134 3.12553 2.97144 2.84374 2.34838 3.08048 2.91082 2.53481 2.57432 3.21594 2.99963 2.58722
Ebi1.30Zm0.96T00.2000_iTp0.00_baseFe.fits 1.30 -0.96000 0.20000 0.74930 2.66111 2.82019 3.33934 3.26961 3.11479 2.98869 2.49017 3.22163 3.05444 2.68474 2.72145 3.36236 3.14297 2.73317
Ebi1.30Zm0.96T00.2500_iTp0.00_baseFe.fits 1.30 -0.96000 0.25000 0.73810 2.91776 3.00910 3.46711 3.39804 3.24806 3.12637 2.63922 3.35041 3.18989 2.83245 2.86637 3.48845 3.27537 2.87826
Ebi1.30Zm0.96T00.3000_iTp0.00_baseFe.fits 1.30 -0.96000 0.30000 0.72880 3.12295 3.17820 3.59275 3.52710 3.38619 3.27076 2.79710 3.48192 3.33134 2.99114 3.02142 3.61194 3.41184 3.03249
Ebi1.30Zm0.96T00.3500_iTp0.00_baseFe.fits 1.30 -0.96000 0.35000 0.72140 3.26251 3.31477 3.71312 3.64633 3.50619 3.39318 2.92751 3.60002 3.45201 3.12021 3.14887 3.73145 3.53175 3.15938
Ebi1.30Zm0.96T00.4000_iTp0.00_baseFe.fits 1.30 -0.96000 0.40000 0.71520 3.40739 3.44141 3.80970 3.73819 3.59266 3.47663 2.99800 3.68847 3.53652 3.20045 3.22855 3.82759 3.61901 3.23684
Ebi1.30Zm0.96T00.4500_iTp0.00_baseFe.fits 1.30 -0.96000 0.45000 0.70950 3.54004 3.56038 3.90363 3.82665 3.67481 3.55558 3.06457 3.77239 3.61675 3.27501 3.30305 3.92133 3.70210 3.30978
Ebi1.30Zm0.96T00.5000_iTp0.00_baseFe.fits 1.30 -0.96000 0.50000 0.70450 3.66496 3.68244 4.00131 3.92033 3.76397 3.64144 3.14059 3.86318 3.70438 3.35632 3.38418 4.01880 3.79163 3.38955
Ebi1.30Zm0.96T00.6000_iTp0.00_baseFe.fits 1.30 -0.96000 0.60000 0.69630 3.94356 3.89470 4.16441 4.07382 3.90671 3.77821 3.26019 4.00849 3.84364 3.48412 3.51243 4.18148 3.93573 3.51458
Ebi1.30Zm0.96T00.7000_iTp0.00_baseFe.fits 1.30 -0.96000 0.70000 0.68940 4.23293 4.07878 4.30173 4.20500 4.03129 3.89917 3.37023 4.13542 3.96636 3.59979 3.62773 4.31856 4.06122 3.62880
Ebi1.30Zm0.96T00.8000_iTp0.00_baseFe.fits 1.30 -0.96000 0.80000 0.68340 4.39061 4.22927 4.41519 4.31335 4.13359 3.99889 3.46450 4.24018 4.06683 3.69514 3.72322 4.43197 4.16449 3.72482
Ebi1.30Zm0.96T00.9000_iTp0.00_baseFe.fits 1.30 -0.96000 0.90000 0.67800 4.73094 4.38445 4.52160 4.40655 4.21028 4.06774 3.51464 4.32329 4.13839 3.75155 3.78080 4.53911 4.24363 3.78147
Ebi1.30Zm0.96T01.0000_iTp0.00_baseFe.fits 1.30 -0.96000 1.00000 0.67320 4.89999 4.46346 4.57534 4.44468 4.22666 4.07290 3.49633 4.34959 4.14803 3.73692 3.76900 4.59499 4.26335 3.77038
Ebi1.30Zm0.96T01.2500_iTp0.00_baseFe.fits 1.30 -0.96000 1.25000 0.65940 5.26763 4.72122 4.78688 4.61291 4.33370 4.14234 3.46584 4.48968 4.23423 3.74351 3.78412 4.81310 4.37923 3.78155
Ebi1.30Zm0.96T01.5000_iTp0.00_baseFe.fits 1.30 -0.96000 1.50000 0.64950 5.57708 4.94444 5.02756 4.83144 4.52247 4.32211 3.65765 4.69194 4.41438 3.90947 3.95194 5.05901 4.57274 3.95591
Ebi1.30Zm0.96T01.7500_iTp0.00_baseFe.fits 1.30 -0.96000 1.75000 0.64190 5.83945 5.20563 5.22487 5.02185 4.70545 4.50242 3.83709 4.87852 4.59443 4.08713 4.12891 5.25608 4.75669 4.13427
Ebi1.30Zm0.96T02.0000_iTp0.00_baseFe.fits 1.30 -0.96000 2.00000 0.63660 5.99245 5.33331 5.36055 5.15145 4.82804 4.62435 3.96778 5.00343 4.71535 4.20814 4.24983 5.39312 4.88043 4.25762
Ebi1.30Zm0.96T02.2500_iTp0.00_baseFe.fits 1.30 -0.96000 2.25000 0.63200 6.10296 5.40027 5.47808 5.25927 4.92151 4.71099 4.04422 5.10489 4.80466 4.28264 4.32620 5.51414 4.97625 4.33550
Ebi1.30Zm0.96T02.5000_iTp0.00_baseFe.fits 1.30 -0.96000 2.50000 0.62790 6.23903 5.51235 5.58193 5.35636 5.01051 4.79611 4.12210 5.19802 4.89129 4.36164 4.40574 5.61916 5.06640 4.41553
Ebi1.30Zm0.96T02.7500_iTp0.00_baseFe.fits 1.30 -0.96000 2.75000 0.62430 6.37959 5.63951 5.69783 5.47254 5.12787 4.91468 4.24457 5.31423 5.00901 4.48218 4.52569 5.73458 5.18356 4.53604
Ebi1.30Zm0.96T03.0000_iTp0.00_baseFe.fits 1.30 -0.96000 3.00000 0.62120 6.49273 5.72566 5.77870 5.54836 5.19757 4.98087 4.30211 5.38716 5.07698 4.54261 4.58688 5.81645 5.25409 4.59695
Ebi1.30Zm0.96T03.2500_iTp0.00_baseFe.fits 1.30 -0.96000 3.25000 0.61840 6.61875 5.83167 5.85761 5.62195 5.26562 5.04581 4.35824 5.45791 5.14340 4.60312 4.64767 5.89575 5.32282 4.65703
Ebi1.30Zm0.96T03.5000_iTp0.00_baseFe.fits 1.30 -0.96000 3.50000 0.61590 6.72218 5.92395 5.93912 5.70032 5.34064 5.11884 4.42508 5.53461 5.21746 4.67306 4.71785 5.97764 5.39824 4.72686
Ebi1.30Zm0.96T03.7500_iTp0.00_baseFe.fits 1.30 -0.96000 3.75000 0.61360 6.81352 6.00406 6.00678 5.76388 5.39965 5.17603 4.47963 5.59575 5.27510 4.72754 4.77248 6.04586 5.45788 4.78197
Ebi1.30Zm0.96T04.0000_iTp0.00_baseFe.fits 1.30 -0.96000 4.00000 0.61150 6.91069 6.07811 6.06817 5.82065 5.45140 5.22578 4.52583 5.64982 5.32542 4.77425 4.81943 6.10786 5.51036 4.82934
